Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
62802,17000000,"chinese,salvadorian",Noida,Near Business Hub,03-12-2010,81,Tier A Celebrity,78,1,1,1,1,1,2,Bar,Greek,2,0,6,6,5,5,10,8,4,3,NA,NA,9,8,8,2,6
62803,20000000,"tibetan,greek",-1,Near Party Hub,28-06-2010,71,Not Specific,72.6,1,1,1,1,1,2,Bar,Arabian,3,0,9,3,4,4,10,7,3,NA,NA,NA,8,5,6,3,9
62804,20000000,"algerian,korean",Hyderabad,Near Party Hub,22-05-2012,78.08,Tier A Celebrity,80.8,1,1,1,1,0,2,Bar,Nature,2,0,6,6,5,3,10,8,2,NA,NA,3,9,7,5,3,7
62805,15000000,"tibetan,italian",Hyderabad,Near Party Hub,04-10-2012,70,Not Specific,74,1,1,0,1,1,2,Bar,Greek,2,1,2,4,3,2,6,6,NA,2,NA,NA,7,6,5,4,7
62806,15000000,"algerian,korean",Mangalore,Near Party Hub,08-12-2010,75,Tier A Celebrity,77,1,1,1,1,1,2,Bar,Greek,3,0,6,4,5,5,9,6,4,2,NA,NA,9,9,7,3,8
62807,36000000,"tibetan,greek",Gurgaon,Near Business Hub,02-01-2009,66.7,Not Specific,60,0,1,1,1,0,2,Bar,Arabian,2,0,9,4,4,5,7,10,4,NA,NA,NA,7,7,7,3,4
62808,36000000,"british,japanese",-1,Near Party Hub,10-11-2009,77,Tier A Celebrity,71,1,1,1,1,1,2,Bar,Arabian,3,0,6,4,5,6,7,10,4,NA,NA,NA,9,10,7,1,7
62809,30000000,"turkish,sapnish",Bangalore,Near Party Hub,20-02-2008,76.5,Not Specific,69,1,1,1,1,1,1,Caffee,Arabian,2,0,5,6,5,6,6,7,5,NA,3,NA,10,7,7,1,7
62810,30500000,"british,japanese",Hyderabad,Near Business Hub,06-07-2011,78.8,Tier A Celebrity,70,1,1,1,1,1,2,Bar,Arabian,3,1,10,5,5,4,9,6,4,NA,2,NA,6,8,7,3,9
62811,20000000,"turkish,nigerian",New Delhi,Near Party Hub,29-03-2010,78,Tier A Celebrity,69,1,1,1,1,1,2,Bar,Arabian,2,0,4,6,5,5,7,7,3,NA,3,NA,6,5,0,3,6
62812,33500000,"japanese,thai",Chennai,Near Party Hub,16-06-2010,87,Not Specific,85,1,1,1,1,0,2,Bar,Greek,4,1,9,4,4,6,5,NA,NA,NA,NA,NA,8,6,5,0,5
62813,18000000,"algerian,belgian",bengaluru,Near Party Hub,25-03-2011,77.5,Not Specific,83,1,1,1,0,1,2,Bar,Nature,2,1,9,4,5,4,6,8,NA,NA,NA,NA,6,6,3,6,3
62814,12000000,"japanese,thai",Noida,Near Party Hub,17-06-2010,76,Tier A Celebrity,55.6,1,1,0,1,1,2,Bar,Arabian,2,0,10,6,5,5,8,9,NA,NA,4,NA,8,8,6,0,6
62815,30000000,"hawaiian,latvian",Noida,Near Party Hub,18-08-2007,80.8,Tier A Celebrity,,1,1,1,1,1,1,Bar,Arabian,3,1,8,4,4,5,7,10,4,NA,NA,NA,9,10,3,1,6
62816,50500000,"tibetan,greek",Hyderabad,Near Party Hub,01-10-2007,70.1,Not Specific,68.6,1,1,1,1,1,2,Bar,90's,2,0,9,6,5,6,7,9,5,NA,NA,NA,7,6,4,4,8
62817,30000000,"japanese,thai",Hyderabad,Near Business Hub,20-11-2011,87.5,Not Specific,93.6,0,1,1,1,1,2,Bar,90's,3,1,9,3,4,5,9,8,3,NA,3,NA,7,8,6,2,6
62818,18000000,"tibetan,greek",New Delhi,Near Party Hub,22-12-2008,62,Tier A Celebrity,58,0,1,1,0,1,2,Bar,Greek,1,0,10,4,3,3,5,7,NA,2,NA,NA,6,8,5,4,7
62819,45000000,"turkish,nigerian",Bangalore,Near Business Hub,18-08-2008,95.86,Not Specific,87,1,1,1,0,1,2,Bar,90's,3,1,1,6,4,5,6,9,6,NA,NA,NA,8,7,2,0,6
62820,10000000,"chinese,salvadorian",Hyderabad,Near Party Hub,19-01-2011,82.3,Not Specific,84.2,1,1,1,1,0,2,Bar,Greek,3,0,6,4,4,3,6,10,3,NA,NA,NA,8,5,4,1,4
62821,40000000,"polish,jewish",Bangalore,Near Party Hub,08-12-2010,80.8,Not Specific,89,1,1,1,1,1,2,Bar,Greek,4,1,4,4,3,4,9,7,4,NA,NA,NA,6,6,5,4,2
62822,20000000,"japanese,thai",Chennai,Near Business Hub,18-07-2010,83,Not Specific,76,1,1,1,1,1,2,Bar,Greek,3,1,7,6,3,2,9,6,3,NA,3,NA,8,8,2,1,6
62823,22000000,"tibetan,greek",Noida,Near Party Hub,22-09-2007,73.4,Tier A Celebrity,78.8,1,1,1,1,1,2,Bar,Arabian,2,0,4,3,4,5,7,9,5,NA,NA,NA,4,8,6,4,7
62824,22500000,"irish,belgian",Chennai,Near Party Hub,20-07-2009,76.2,Tier A Celebrity,72.8,1,1,1,0,1,2,Bar,Greek,3,1,10,5,5,5,6,7,4,3,NA,NA,6,7,3,1,8
62825,43000000,"tibetan,greek",Bangalore,Near Party Hub,25-07-2009,89.12,Not Specific,74.33,1,1,1,1,1,2,Bar,Arabian,3,1,3,5,5,6,5,9,6,NA,NA,NA,8,10,2,0,6
62826,15000000,"tibetan,greek",Kolkata,Near Party Hub,31-05-2005,64,Not Specific,70,1,1,1,1,1,2,Bar,Chinese,2,0,4,4,1,5,9,9,2,4,NA,NA,2,1,1,4,2
62827,37500000,"tibetan,greek",Pune,Near Business Hub,20-05-2010,89,Not Specific,97.6,1,1,1,1,1,2,Bar,Arabian,4,0,8,5,4,5,9,10,4,NA,NA,NA,7,8,5,3,5
62828,18000000,"cuban,british",Noida,Near Party Hub,17-09-2011,63,Tier A Celebrity,62,0,1,1,1,1,2,Bar,90's,2,0,2,3,5,5,5,10,4,NA,NA,NA,4,4,4,6,4
62829,56500000,"cuban,british",-1,Near Party Hub,09-09-2009,91,Not Specific,84.33,1,1,1,1,1,2,Gastro Bar,Arabian,3,1,2,6,5,5,8,NA,4,5,NA,NA,5,7,5,3,3
62830,67000000,"peruvian,cuban",Bangalore,Near Party Hub,17-07-2006,91.2,Tier A Celebrity,81.2,1,1,1,0,1,2,Bar,Arabian,3,0,3,5,5,4,10,9,5,NA,NA,NA,7,8,6,2,5
62831,32500000,"tibetan,italian",Noida,Near Business Hub,28-06-2010,87,Tier A Celebrity,80.5,0,1,1,1,1,2,Bar,Greek,3,0,1,4,4,2,5,7,NA,3,NA,NA,6,9,6,4,9
62832,35000000,"tibetan,greek",Navi Mumbai,Near Party Hub,03-04-2007,61.6,Not Specific,57.83,0,1,1,0,1,2,Bar,Arabian,0,0,7,6,4,5,10,10,4,NA,NA,NA,4,6,4,3,6
62833,42000000,"chinese,salvadorian",Bahadurgarh,Near Party Hub,22-07-2012,78.67,Not Specific,73.6,0,1,0,1,1,2,Bar,Nature,2,0,4,6,4,5,7,8,NA,NA,NA,4,5,6,3,5,6
62834,36500000,"japanese,thai",Chennai,Near Party Hub,10-01-2010,92.09,Not Specific,93.41,0,1,1,1,1,2,Bar,Greek,4,0,2,5,5,4,6,10,4,3,NA,NA,7,8,5,3,6
62835,11500000,"turkish,nigerian",Noida,Near Party Hub,13-04-2011,73,Not Specific,72,1,1,1,1,1,2,Bar,Greek,3,0,1,5,3,3,6,7,NA,3,NA,NA,5,10,4,7,6
62836,32500000,"tibetan,greek",Mumbai,Near Business Hub,09-07-2010,81.46,Not Specific,79.33,1,1,1,1,1,2,Bar,90's,2,0,2,4,4,5,8,10,4,NA,NA,NA,8,5,2,5,6
62837,22000000,"indian,irish",Noida,Near Business Hub,25-04-2010,87.8,Tier A Celebrity,74.5,1,1,1,1,1,2,Bar,90's,3,0,3,6,5,5,9,9,4,NA,5,NA,5,9,5,4,7
62838,25000000,"welsh,thai",Jaipur,Near Party Hub,28-03-2010,73.5,Not Specific,77.23,1,1,0,1,1,2,Bar,90's,3,1,1,3,5,7,10,10,4,NA,NA,NA,9,7,4,0,4
62839,60000000,"welsh,thai","Rayagada, Odisha",Near Party Hub,13-03-2010,94.8,Tier A Celebrity,81.2,1,1,1,1,1,1,Bar,Moonrise,5,0,3,6,5,7,7,NA,3,NA,NA,4,6,5,4,4,6
62840,20500000,"british,japanese",Ahmedabad,Near Party Hub,11-04-2012,81.86,Tier A Celebrity,74.4,1,1,1,0,1,2,Bar,Arabian,4,0,2,5,5,6,6,9,5,NA,4,NA,10,10,6,0,9
62841,17000000,"cuban,british",Hyderabad,Near Business Hub,19-04-2010,83.5,Not Specific,92.5,1,1,1,0,1,2,Bar,Greek,3,1,5,4,5,6,9,9,NA,4,NA,NA,9,10,1,0,8
62842,57500000,"cuban,british",Hyderabad,Near Party Hub,16-12-2008,79.6,Tier A Celebrity,72.8,1,1,1,1,1,2,Bar,Arabian,2,1,8,6,6,5,6,9,4,NA,5,NA,,8,5,2,7
62843,19000000,"cuban,british",-1,Near Business Hub,27-05-2009,73,Not Specific,56,1,1,1,1,0,2,Caffee,Arabian,3,0,4,4,4,4,6,10,4,NA,NA,NA,6,6,4,5,8
62844,12000000,"turkish,sapnish",Hyderabad,Near Party Hub,08-05-2012,79,Not Specific,89.2,1,1,0,1,1,2,Bar,90's,3,0,4,3,5,3,6,8,4,NA,NA,NA,8,9,8,5,7
62845,13000000,"turkish,nigerian",Chennai,Near Party Hub,26-01-2011,81,Not Specific,77,1,1,1,1,1,2,Bar,Arabian,2,0,10,5,5,2,10,7,3,NA,NA,NA,9,10,7,1,9
62846,32500000,"tibetan,italian",Pune,Near Party Hub,16-02-2011,92.4,Tier A Celebrity,83.4,1,1,1,1,0,2,Bar,Arabian,3,0,2,7,7,6,10,7,5,NA,3,NA,10,10,6,0,9
62847,24000000,"polish,jewish",-1,Near Party Hub,30-01-2008,73.8,Tier A Celebrity,71,1,1,1,1,1,2,Bar,Moonrise,1,0,3,6,5,5,9,NA,5,NA,4,NA,8,7,6,2,9
62848,15000000,"turkish,nigerian",Gurgaon,Near Business Hub,29-04-2009,86.2,Tier A Celebrity,69.8,1,1,1,1,1,2,Bar,Greek,2,0,3,5,4,5,6,7,NA,3,NA,NA,8,8,4,5,8
62849,61500000,"british,belgian",Noida,Near Business Hub,13-06-2010,71,Not Specific,74.8,1,1,1,1,1,2,Bar,Arabian,2,0,9,5,5,6,10,9,5,NA,NA,NA,3,1,4,5,4
62850,42000000,"tibetan,greek",Ahmedabad,Near Party Hub,04-09-2008,79.8,Not Specific,81,1,1,0,1,1,2,Bar,Greek,3,0,10,4,5,6,7,10,NA,3,NA,NA,9,7,3,0,5
62851,11000000,"algerian,korean",kakinada,Near Party Hub,22-06-2012,81.83,Not Specific,89.1,1,1,1,0,1,2,Bar,Greek,2,0,2,4,5,4,7,NA,NA,NA,NA,NA,8,9,5,0,6
62852,35000000,"tibetan,greek",Hyderabad,Near Party Hub,26-06-2010,90.4,Tier A Celebrity,79.8,0,1,1,1,1,1,Bar,Arabian,3,1,5,5,5,6,10,9,5,NA,NA,NA,2,7,2,8,3
62853,38000000,"peruvian,cuban",Hyderabad,Near Party Hub,10-12-2011,89.33,Not Specific,97,0,1,1,1,0,2,Bar,Greek,3,0,5,5,5,6,5,6,NA,2,NA,NA,8,7,4,3,6
62854,15000000,"polish,jewish",Greater Noida,Near Party Hub,11-02-2008,69,Not Specific,50,1,1,1,1,1,2,Bar,Greek,2,1,5,3,2,4,7,7,1,3,NA,NA,7,3,5,5,7
62855,18000000,"indian,irish",Pune,Near Party Hub,03-05-2009,69.2,Tier A Celebrity,64.4,1,1,0,1,1,2,Bar,Greek,2,0,5,4,3,3,9,8,NA,NA,NA,NA,7,9,8,10,8
62856,20000000,"british,belgian",GURGAON,Near Party Hub,22-04-2008,64,Not Specific,64,1,1,0,1,1,2,Bar,Greek,2,0,7,5,4,6,8,6,NA,2,NA,NA,4,2,2,3,2
62857,17000000,"turkish,nigerian",Kolkata,Near Business Hub,11-04-2011,67,Tier A Celebrity,67,1,1,1,1,1,2,Bar,Parsi,3,0,2,4,4,3,10,10,4,3,NA,NA,4,7,3,6,6
62858,21000000,"tibetan,italian",-1,Near Party Hub,05-07-2010,71.1,Not Specific,64.2,1,1,0,1,1,2,Bar,Greek,3,0,10,5,4,5,10,9,NA,4,NA,NA,5,6,6,4,6
62859,36000000,"swedish,greek",Gurgaon,Near Party Hub,13-04-2012,84.6,Tier A Celebrity,74.4,1,1,1,1,0,2,Bar,Arabian,2,0,5,5,4,6,9,10,5,NA,4,NA,7,9,0,2,8
62860,19000000,"tibetan,italian",Navi Mumbai,Near Party Hub,02-10-2009,61.73,Not Specific,60,1,1,1,1,0,2,Bar,Arabian,2,0,10,4,3,3,8,7,3,3,NA,NA,6,6,7,4,5
62861,23500000,"turkish,nigerian",Chandigarh,Near Party Hub,20-09-2011,78.16,Tier A Celebrity,64.83,1,1,0,1,1,2,Bar,Arabian,2,0,7,5,5,4,10,NA,NA,NA,NA,NA,6,8,7,7,8
62862,35000000,"japanese,thai",Noida,Near Party Hub,20-03-2011,88,Tier A Celebrity,88,1,1,1,1,1,2,Bar,90's,3,0,4,4,5,6,8,7,5,NA,3,NA,8,6,5,1,6
62863,33500000,"tibetan,greek",Bangalore,Near Party Hub,27-12-2009,77.22,Not Specific,75.66,1,1,0,1,1,2,Bar,Greek,3,1,6,3,4,5,6,9,NA,4,NA,NA,6,7,4,3,6
62864,35500000,"turkish,sapnish",Bangalore,Near Business Hub,05-12-2009,92,Not Specific,94.9,1,1,1,1,1,2,Bar,Arabian,3,1,5,5,4,6,8,9,5,NA,NA,NA,6,6,4,3,5
62865,43000000,"peruvian,cuban",Bhubneshwar,Near Party Hub,28-03-2010,86,Not Specific,96.5,1,1,1,0,1,2,Bar,Greek,3,0,5,5,6,7,9,9,5,4,NA,NA,3,4,4,6,4
62866,30000000,"tibetan,greek",Jaipur,Near Party Hub,10-08-2008,58,Not Specific,59,1,1,1,0,1,2,Caffee,Arabian,3,0,9,3,3,5,10,9,6,NA,NA,NA,8,8,4,4,7
62867,20000000,"algerian,algerian",Gurgaon,Near Business Hub,19-08-2007,84,Tier A Celebrity,71,1,1,1,0,1,2,Bar,Greek,3,0,9,5,4,3,6,9,3,5,NA,NA,7,7,6,5,6
62868,42000000,"chinese,salvadorian",New Delhi,Near Party Hub,06-01-2007,82,Tier A Celebrity,75.8,1,1,1,1,1,1,Gastro Bar,Moonrise,4,0,6,6,5,7,7,NA,NA,NA,NA,NA,3,8,3,3,4
62869,22000000,"irish,belgian",Indore,Near Party Hub,25-06-2010,91.6,Not Specific,76,0,1,1,1,1,2,Bar,90's,3,0,2,5,5,4,8,9,4,NA,4,NA,7,6,3,3,6
62870,35000000,"hawaiian,latvian",Bangalore,Near Party Hub,10-08-2011,82.6,Tier A Celebrity,68.4,1,1,1,1,1,2,Bar,Greek,3,0,6,5,5,5,8,NA,NA,NA,NA,NA,8,5,4,4,4
62871,25000000,"tibetan,greek",CHENNAI,Near Party Hub,03-04-2011,70.14,Tier A Celebrity,75.2,1,1,1,1,1,2,Bar,Greek,4,0,8,6,6,5,7,NA,6,NA,NA,NA,7,8,3,2,6
62872,20000000,"tibetan,italian",banglore,Near Party Hub,11-04-2011,52,Not Specific,65.8,1,1,1,1,1,2,Bar,Greek,2,0,10,2,3,2,6,9,3,4,NA,NA,3,6,8,6,4
62873,30000000,"swedish,greek",Nashik,Near Party Hub,13-06-2011,86.2,Tier A Celebrity,82,0,1,1,1,1,1,Bar,Greek,3,1,3,6,5,5,9,8,3,NA,NA,NA,3,3,1,5,3
62874,34000000,"tibetan,greek",Mumbai,Near Party Hub,03-10-2010,76.6,Tier A Celebrity,82.2,1,1,1,1,1,2,Bar,Arabian,3,0,3,5,6,7,7,9,5,NA,NA,NA,4,6,3,4,2
62875,45000000,"tibetan,greek",Gurgaon,Near Business Hub,02-12-2009,81.4,Tier A Celebrity,83.6,1,1,1,1,1,2,Bar,90's,3,0,5,5,5,5,8,10,4,NA,NA,NA,1,8,3,5,6
62876,103000000,"british,japanese",Bangalore,Near Business Hub,04-01-2010,91.2,Tier A Celebrity,84.8,1,1,1,0,1,1,Bar,Arabian,5,0,4,6,5,7,7,9,6,NA,NA,NA,6,8,5,0,4
62877,35500000,"tibetan,greek",-1,Near Party Hub,04-11-2011,80,Not Specific,85.6,1,1,1,1,1,2,Bar,90's,5,1,8,4,5,4,10,9,6,NA,6,NA,6,8,5,1,6
62878,18000000,"turkish,nigerian",Chennai,Near Business Hub,29-11-2008,65,Not Specific,52,1,1,1,0,1,2,Caffee,Arabian,3,1,4,3,2,2,7,6,3,NA,NA,NA,3,3,1,4,2
62879,21000000,"algerian,algerian",Pune,Near Party Hub,05-05-2008,76,Tier A Celebrity,74,1,1,1,1,1,2,Bar,Arabian,3,1,8,3,3,3,10,7,3,NA,NA,NA,,8,6,2,8
62880,15000000,"hawaiian,latvian",Bangalore,Near Party Hub,16-12-2011,63.8,Tier A Celebrity,62.33,0,1,1,1,1,2,Bar,Parsi,3,0,6,5,4,3,6,NA,3,NA,3,NA,8,9,9,1,8
62881,24000000,"tibetan,italian",Jaipur,Near Party Hub,14-10-2008,46.8,Not Specific,72.48,1,1,0,0,1,2,Bar,Arabian,1,1,4,4,5,6,10,9,5,NA,NA,NA,4,6,4,7,5
62882,11000000,"welsh,thai",Greater Noida,Near Party Hub,10-06-2007,82.8,Tier A Celebrity,78.4,1,1,1,1,1,2,Bar,Chinese,2,0,7,4,5,6,5,7,NA,2,NA,NA,4,7,6,5,7
62883,30000000,"tibetan,greek",Bangalore,Near Business Hub,04-06-2010,82.2,Tier A Celebrity,71.6,1,1,1,1,1,2,Bar,Greek,3,0,3,5,4,4,9,10,4,3,NA,NA,3,6,4,5,6
62884,30000000,"british,japanese",Chennai,Near Party Hub,04-04-2011,79.3,Not Specific,92.9,1,1,1,1,1,2,Bar,Greek,4,0,1,4,5,6,9,9,4,4,NA,NA,8,8,5,7,7
62885,24000000,"swedish,greek",-1,Near Party Hub,06-08-2010,71,Not Specific,63,1,1,1,1,1,2,Bar,Greek,2,0,7,5,4,5,10,7,4,2,NA,NA,6,8,5,2,6
62886,14500000,"hawaiian,latvian",Hyderabad,Near Business Hub,31-07-2011,83.33,Not Specific,93.5,1,1,1,1,1,2,Bar,Greek,2,0,4,5,4,3,7,9,4,NA,NA,NA,7,5,4,4,8
62887,50000000,"tibetan,greek",Kolkata,Near Party Hub,21-05-2007,81.7,Not Specific,75.8,1,1,1,1,1,2,Bar,Arabian,3,0,7,4,2,4,10,10,4,NA,NA,NA,4,4,4,4,9
62888,18000000,"algerian,belgian",Gurgaon,Near Party Hub,03-03-2010,68.6,Tier A Celebrity,66.4,1,1,1,0,1,2,Bar,Greek,2,0,2,3,5,5,5,10,NA,3,NA,NA,7,4,3,3,5
62889,20000000,"tibetan,greek",Mysore,Near Party Hub,05-10-2009,80,Not Specific,79.3,1,1,1,1,1,2,Bar,Arabian,2,0,10,5,6,4,6,7,5,NA,3,NA,7,6,7,2,5
62890,18000000,"tibetan,greek",New Delhi,Near Party Hub,05-11-2010,74,Tier A Celebrity,68,1,1,1,1,1,2,Bar,Arabian,2,0,4,4,5,5,7,10,4,NA,NA,NA,7,9,5,2,6
62891,30000000,"japanese,thai",Chennai,Near Business Hub,18-03-2008,86,Not Specific,84,0,1,1,1,1,2,Bar,90's,3,1,5,6,3,4,8,7,3,NA,NA,NA,9,7,4,0,6
62892,36000000,"japanese,thai",-1,Near Party Hub,28-09-2008,75,Not Specific,63,1,1,1,1,0,2,Bar,90's,2,0,10,5,5,4,10,8,4,NA,NA,NA,3,6,1,4,6
62893,51000000,"indian,irish",Varanasi,Near Party Hub,25-02-2009,70.2,Not Specific,68.4,1,1,1,1,1,1,Bar,Greek,2,0,8,5,4,5,9,6,3,2,NA,NA,5,6,6,2,6
62894,21000000,"tibetan,greek",Hyderabad,Near Business Hub,19-08-2010,86,Not Specific,92.8,0,1,0,1,1,2,Bar,Arabian,2,1,1,4,4,5,8,10,4,NA,NA,NA,7,7,1,3,5
62895,9500000,"tibetan,italian",Kolkata,Near Business Hub,28-10-2009,72.75,Not Specific,65.4,1,1,1,1,1,2,Bar,Arabian,3,1,5,4,5,5,5,9,4,NA,5,NA,8,6,5,2,6
62896,21000000,"turkish,nigerian",Tirupathi,Near Business Hub,14-03-2011,85,Not Specific,94.6,1,1,1,0,1,2,Bar,Nature,4,0,10,5,5,4,8,9,NA,NA,NA,6,5,10,4,3,8
62897,45000000,"indian,irish",Mumbai,Near Party Hub,28-05-2007,73,Not Specific,68.69,1,1,0,1,1,2,Bar,Nature,2,0,6,3,4,4,9,7,NA,NA,NA,3,8,8,7,3,8
62898,24000000,"irish,belgian",Indore,Near Party Hub,09-09-2011,82,Tier A Celebrity,72,1,1,1,0,1,2,Bar,Arabian,4,0,3,7,5,4,7,9,5,NA,NA,NA,8,9,5,2,1
62899,14000000,"chinese,salvadorian",Bhopal,Near Party Hub,20-11-2009,76.2,Tier A Celebrity,75.8,1,1,1,1,1,2,Bar,Greek,2,0,7,5,4,5,9,8,NA,3,3,NA,4,6,5,1,3
62900,22500000,"turkish,nigerian",Bangalore,Near Party Hub,01-01-2008,69,Not Specific,50,1,1,0,1,1,2,Bar,90's,2,1,10,4,3,3,10,8,4,NA,NA,NA,9,4,3,3,2
62901,42000000,"tibetan,greek",punr,Near Business Hub,06-04-2007,84.8,Not Specific,78.66,1,1,1,0,1,2,Bar,Arabian,2,0,7,4,5,4,7,7,3,NA,NA,NA,7,7,6,5,8
62902,18000000,"indian,irish",Noida,Near Party Hub,17-10-2011,77,Not Specific,70.92,1,1,1,1,0,2,Bar,Greek,3,1,3,3,4,2,10,8,NA,3,NA,NA,9,7,6,4,6
62903,45500000,"algerian,korean",Chennai,Near Business Hub,22-03-2010,76,Not Specific,78,1,1,1,1,1,2,Bar,90's,3,0,5,4,5,3,10,7,3,NA,NA,NA,8,8,1,1,6
62904,37500000,"hawaiian,latvian",New Delhi,Near Party Hub,20-08-2007,68,Tier A Celebrity,59.2,1,1,1,1,1,2,Bar,Greek,2,0,4,3,4,4,5,7,NA,3,NA,NA,3,3,2,6,7
62905,10000000,"polish,jewish",Bangalore,Near Party Hub,13-11-2009,75.6,Tier A Celebrity,68.6,1,1,1,1,1,2,Bar,Belise,3,0,8,4,5,4,8,8,3,NA,NA,NA,4,7,7,8,5
62906,55000000,"hawaiian,latvian",Chennai,Near Party Hub,29-10-2007,71,Not Specific,71,1,1,1,1,1,2,Bar,Arabian,3,0,6,5,5,6,8,9,6,NA,NA,NA,5,7,5,3,4
62907,35000000,"japanese,thai",Chennai,Near Party Hub,12-01-2013,84.5,Not Specific,85,0,1,1,1,1,2,Bar,Arabian,3,0,8,6,5,4,6,9,5,NA,4,NA,5,5,2,5,5
62908,30000000,"tibetan,greek",Hyderabad,Near Party Hub,30-06-2011,86.8,Not Specific,92.5,1,1,1,1,1,2,Bar,Arabian,3,1,2,5,5,6,7,9,5,NA,NA,NA,7,6,5,1,7
62909,12000000,"turkish,sapnish",Dehradun,Near Business Hub,06-06-2010,84,Tier A Celebrity,78,0,1,1,0,0,2,Bar,90's,3,0,7,6,5,6,8,10,4,NA,NA,NA,9,7,2,0,7
62910,32500000,"tibetan,greek",-1,Near Party Hub,18-08-2010,79.6,Tier A Celebrity,70.2,1,1,1,1,1,2,Bar,Greek,3,0,5,5,6,7,8,10,4,NA,NA,NA,4,7,5,2,6
62911,32500000,"tibetan,italian",Bangalore,Near Party Hub,25-02-2011,83.6,Tier A Celebrity,85.4,1,1,1,1,1,1,Bar,Arabian,3,1,1,5,6,7,8,9,5,NA,NA,NA,9,8,4,2,9
62912,37000000,"tibetan,italian",-1,Near Party Hub,30-06-2009,74.6,Tier A Celebrity,73.4,1,1,1,1,0,2,Bar,90's,3,0,6,5,4,6,10,9,5,NA,NA,NA,9,9,8,3,10
62913,60000000,"turkish,nigerian",Bangalore,Near Party Hub,22-11-2006,74.4,Not Specific,79,0,1,0,0,0,2,Bar,90's,2,0,6,4,4,4,10,9,6,NA,NA,NA,8,10,4,0,7
62914,33500000,"tibetan,italian",Ahmednagar,Near Party Hub,12-06-2007,82.2,Not Specific,82.6,1,1,1,1,0,2,Bar,Arabian,3,0,4,3,3,3,9,7,3,NA,NA,NA,8,6,4,5,6
62915,14000000,"chinese,salvadorian",Chennai,Near Party Hub,19-06-2009,82.7,Local Celebrity,,1,1,1,0,1,2,Bar,Greek,2,1,9,4,5,3,10,8,4,3,NA,NA,7,9,4,2,5
62916,9000000,"welsh,thai",Kolkata,Near Business Hub,02-07-2009,81,Not Specific,76,0,1,1,1,1,2,Bar,90's,4,0,9,6,5,3,7,9,5,NA,5,NA,6,8,3,6,7
62917,11000000,"chinese,salvadorian",-1,Near Party Hub,21-01-2009,72,Not Specific,64,1,1,1,1,1,2,Bar,Arabian,3,0,3,4,4,4,8,6,3,NA,NA,NA,3,3,3,6,5
62918,42000000,"tibetan,greek",Hyderabad,Near Party Hub,27-05-2012,82.33,Not Specific,90.9,1,1,1,1,1,2,Bar,Greek,4,0,8,5,5,5,7,7,3,2,NA,NA,,7,5,3,8
62919,30000000,"tibetan,italian",gurgaon,Near Party Hub,28-09-2008,67,Tier A Celebrity,73,1,1,1,1,1,2,Bar,90's,2,0,1,6,4,5,6,7,3,NA,NA,NA,5,9,5,4,6
62920,34500000,"tibetan,italian",Bangalore,Near Party Hub,25-06-2012,87.33,Not Specific,91.9,0,1,1,0,1,2,Bar,Greek,2,1,4,4,5,6,6,9,4,4,NA,NA,7,6,4,5,5
62921,42000000,"tibetan,greek",Chandigarh,Near Party Hub,29-04-2010,84.3,Tier A Celebrity,86,1,1,1,1,1,1,Bar,Arabian,4,1,7,6,6,6,9,9,6,NA,NA,NA,6,7,5,4,7
62922,12000000,"peruvian,cuban",Chennai,Near Business Hub,01-04-2010,79,Not Specific,79.4,1,1,1,1,1,2,Bar,Greek,3,1,10,3,4,3,9,7,4,2,NA,NA,5,5,6,3,6
62923,24000000,"welsh,thai",-1,Near Party Hub,19-12-2007,69.5,Not Specific,72,1,1,1,0,1,2,Caffee,Arabian,2,1,7,5,4,4,8,9,5,NA,NA,NA,7,8,5,5,6
62924,12000000,"algerian,korean",Hyderabad,Near Business Hub,24-03-2010,84.6,Not Specific,69.5,1,1,1,1,0,2,Bar,90's,2,1,6,5,3,3,6,7,3,NA,NA,NA,4,5,4,8,6
62925,32500000,"japanese,thai",Bangalore,Near Party Hub,12-08-2010,70,Tier A Celebrity,75,1,1,1,1,1,2,Bar,Arabian,2,1,7,4,5,5,6,9,5,NA,5,NA,7,7,7,1,7
62926,41500000,"polish,jewish",Pune,Near Party Hub,02-09-2008,87,Not Specific,83,0,1,0,0,0,2,Bar,Arabian,3,0,10,4,4,6,7,8,4,NA,NA,NA,3,6,5,7,6
62927,42000000,"tibetan,greek",-1,Near Party Hub,31-01-2004,77.4,Tier A Celebrity,73.2,0,1,1,0,1,2,Bar,Greek,3,0,5,5,5,5,10,10,5,3,NA,NA,8,8,4,3,5
62928,11000000,"hawaiian,latvian",-1,Near Business Hub,21-09-2010,78,Not Specific,79.8,1,1,1,1,0,2,Bar,Chinese,3,0,1,4,4,1,5,6,3,NA,NA,NA,6,5,6,4,4
